🎡台湾,#genre#
豬哥亮歌廳秀,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv006&nid=113#http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv006&nid=113
電子琴《20分鐘經典流行音樂》,https://vdse.bdstatic.com//aa18d91f14915e1e79eacb046ac7747e.mp4
十首車載音樂,https://vd3.bdstatic.com/mda-nb6afsyti2t91p54/sc/cae_h264_delogo/1644221195521496576/mda-nb6afsyti2t91p54.mp4
10首車載,https://vd3.bdstatic.com/mda-nb6afsyti2t91p54/sc/cae_h264_delogo/1644221195521496576/mda-nb6afsyti2t91p54.mp4
DJ爆紅老歌10首車載,https://vd3.bdstatic.com/mda-nbhgwre9iykh09ya/sc/cae_h264_delogo/1645187028367793873/mda-nbhgwre9iykh09ya.mp4
最火10首車載DJ,https://vd4.bdstatic.com/mda-nahdi45ud73s2842/sc/cae_h264_delogo/1642519489503455798/mda-nahdi45ud73s2842.mp4
人間衛視,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8#http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live008&nid=210#http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8#http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live008&nid=210
時尚運動X,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv014&nid=69#http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv014&nid=69
客家電視,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv043&nid=107#http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv043&nid=107
阿里郎頻道,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv079&nid=189#http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv079&nid=189
國會頻道2,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv085&nid=171#http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv085&nid=171
智林體育,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv101&nid=58#http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv101&nid=58
東森購物二,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live046&nid=174#http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live046&nid=174
東森購物一,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live047&nid=173#http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live047&nid=173
好消息2,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=litv-ftv17&nid=8
新唐人亞太,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live050&nid=223#http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live050&nid=223
SBN全球新聞,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live060&nid=224#http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live060&nid=224
德國之聲,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live071&nid=226#http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live071&nid=226



🐅huya(ljk播放器),#genre#
RM刘在石李光洙跑男,https://epg.112114.xyz/huya/11336725
【七龍珠改】超级赛亚人孙捂空,https://epg.112114.xyz/huya/11601966
【Blue胖】你看得到我的腿吗,https://epg.112114.xyz/huya/11601963
【海绵宝宝】黄方块的爆笑生活~,https://epg.112114.xyz/huya/11352919
【猫和老鼠】汤姆和杰瑞的故事,https://epg.112114.xyz/huya/11352879
搞笑的一家人,https://epg.112114.xyz/huya/11342402
网球王子·费德勒看了想打人,https://epg.112114.xyz/huya/11352882
蜡笔小新·逗比少年欢乐多,https://epg.112114.xyz/huya/11352970
路飞带领大家向顶上前进,https://epg.112114.xyz/huya/16913382
【中华小当家】看的我口水直流～,https://epg.112114.xyz/huya/11342413
冲啊！四驱兄弟嘴控大战,https://epg.112114.xyz/huya/11352922
茶啊二中,https://epg.112114.xyz/huya/11213191
灵剑山·试炼开启,https://epg.112114.xyz/huya/11352896
乐高大师赛！创意惊人,https://epg.112114.xyz/huya/26355776
小时候玩不起的超帅玩具,https://epg.112114.xyz/huya/26355832
成龍历险记·社会我阿福乌鸦坐飞机,https://epg.112114.xyz/huya/11352946

🍊Bilibili(ljk播放器),#genre#
24小时连播蓝胖子,http://zzy789.xyz/bili.php?id=482946
【哆啦A梦】旧版全集,http://zzy789.xyz/bili.php?id=1717236
全集哆啦A梦大山版24小时轮播,http://zzy789.xyz/bili.php?id=346400
哆啦A梦小剧场,http://zzy789.xyz/bili.php?id=21310390
哆啦A梦新番剧318-325,http://zzy789.xyz/bili.php?id=7204293
哆啦A梦台配剧场版24小时轮播,http://zzy789.xyz/bili.php?id=6419694
24小时动漫直播间,http://zzy789.xyz/bili.php?id=279430
樱桃小丸子国语台配,http://zzy789.xyz/bili.php?id=11765640
樱桃小丸子蜡笔小新蓝光特别版,http://zzy789.xyz/bili.php?id=21614203
樱桃小丸子,http://zzy789.xyz/bili.php?id=11392177
樱桃小丸子台配国语24小时轮播,http://zzy789.xyz/bili.php?id=23242774
樱桃小丸子台配,http://zzy789.xyz/bili.php?id=23907135
樱桃小丸子国配旁白,http://zzy789.xyz/bili.php?id=22034682
樱桃小丸子,http://zzy789.xyz/bili.php?id=6554860
【海绵宝宝】文明观看素质弹幕,http://zzy789.xyz/bili.php?id=61834
【海绵宝宝】1-13季24H循环,http://zzy789.xyz/bili.php?id=14495324
海绵宝宝央配,http://zzy789.xyz/bili.php?id=4355330
海绵宝宝央配,http://zzy789.xyz/bili.php?id=9819411
海绵宝宝,http://zzy789.xyz/bili.php?id=21935649
【海绵宝宝】24H在线连播，一起看更精彩,http://zzy789.xyz/bili.php?id=6264785
海绵宝宝妙妙屋,http://zzy789.xyz/bili.php?id=23600820
迪士尼经典动画,http://zzy789.xyz/bili.php?id=24489519
【蜡笔小新】国语高清，24小时直播哦！,http://zzy789.xyz/bili.php?id=10375360
【蜡笔小新】绝版画质,http://zzy789.xyz/bili.php?id=21570935
蜡笔小新24h睡觉背景音,http://zzy789.xyz/bili.php?id=11579951
【蜡笔小新】你回来了～,http://zzy789.xyz/bili.php?id=22804740
蜡笔小新,http://zzy789.xyz/bili.php?id=1895574
【蜡笔小新】24小时无限大放送,http://zzy789.xyz/bili.php?id=21333965
涂糊涂的蜡笔小新,http://zzy789.xyz/bili.php?id=49132
【蜡笔小新】高清国语24h直播,http://zzy789.xyz/bili.php?id=22356720
蜡笔小新国语轮播,http://zzy789.xyz/bili.php?id=22765729
【蜡笔小新】国语高清，24小时直播哦！,http://zzy789.xyz/bili.php?id=23684726
野原新之助蜡笔小新新番24H随机播放,http://zzy789.xyz/bili.php?id=21507503
[蜡笔小新]高清国语24小时轮播,http://zzy789.xyz/bili.php?id=22683218
【日语配音】24H陪你看蜡笔小新~,http://zzy789.xyz/bili.php?id=24609114
蜡笔小新剧场版【高清】【测试】,http://zzy789.xyz/bili.php?id=7441943
你回来了-【蜡笔小新】,http://zzy789.xyz/bili.php?id=24872140
蜡笔小新全集高清在线24h播放,http://zzy789.xyz/bili.php?id=23190944
【蜡笔小新】进来看电影了喂～,http://zzy789.xyz/bili.php?id=22693306
柯南和蜡笔小新轮播高清国语,http://zzy789.xyz/bili.php?id=23000636
【高清】522蜡笔小新陪你一起过！,http://zzy789.xyz/bili.php?id=24882087
名侦探柯南（主要剧情随缘播）,http://zzy789.xyz/bili.php?id=181453
【国语超清】犬夜叉-乱马-童年向轮播,http://zzy789.xyz/bili.php?id=11224983
童年回忆杀!国语犬夜叉!24h不间断直播,http://zzy789.xyz/bili.php?id=23089518
国语高达,http://zzy789.xyz/bili.php?id=22834365
中华小当家/中华一番东方零食总部,http://zzy789.xyz/bili.php?id=655291
四驱兄弟/爆走兄弟WGPMAX,http://zzy789.xyz/bili.php?id=10544270
飞哥与小佛,http://zzy789.xyz/bili.php?id=5759023
飞出个未来Futurama蓝光下饭神剧,http://zzy789.xyz/bili.php?id=1954990
动画电影专场只有想不到没有找不到,http://zzy789.xyz/bili.php?id=23153930
动画狂欢曲-芭比,http://zzy789.xyz/bili.php?id=662181
童年回忆丨守护甜心丨全三季轮播,http://zzy789.xyz/bili.php?id=14434
开心汉堡店怪诞小镇24h轮播,http://zzy789.xyz/bili.php?id=2308015
经典番剧/动漫/剧场版24时轮播,http://zzy789.xyz/bili.php?id=21751462
开心超人联盟（开心宝贝）童年版,http://zzy789.xyz/bili.php?id=11606075
童年回忆X百变小樱7X24最全资源轮播,http://zzy789.xyz/bili.php?id=34340
【爷青回】中华小子25x8不间断直播,http://zzy789.xyz/bili.php?id=22194340
经典动漫（推理、童年、灵异）,http://zzy789.xyz/bili.php?id=4089143
咱们裸熊！24小时循环直播！,http://zzy789.xyz/bili.php?id=11168667
经典特摄剧登场,http://zzy789.xyz/bili.php?id=24781991
动画＆电影合集，随缘播放,http://zzy789.xyz/bili.php?id=24511160
【游戏王】今天一起看V6,http://zzy789.xyz/bili.php?id=23891000
童年回忆-喜羊羊与灰太狼-周星驰-林正英,http://zzy789.xyz/bili.php?id=25060711
⭐经典动漫播不停⭐,http://zzy789.xyz/bili.php?id=21395123
LexBurner,http://zzy789.xyz/bili.php?id=11365
-猫大人-,http://zzy789.xyz/bili.php?id=723

🐳douyu(ljk播放器),#genre#
【RM-点播】点播！模式-24H欢乐不断,http://epg.112114.xyz/douyu/131977
【RM-轮播】轮播！模式-24H欢乐不断,http://epg.112114.xyz/douyu/7298973
✨✨✨计划！五一节の快乐✨✨✨,http://epg.112114.xyz/douyu/7528160
【回首往事】仨房间画面同步显示,http://epg.112114.xyz/douyu/1569773
大星与海绵方块,http://epg.112114.xyz/douyu/3949681
美味！蟹黄堡,http://epg.112114.xyz/douyu/8762358
海绵与大星直播间,http://epg.112114.xyz/douyu/2250349
【猫和老鼠】汤姆和杰瑞童年回忆,http://epg.112114.xyz/douyu/7888428
【柯南】外表看似小孩，智慧却过于常人,http://epg.112114.xyz/douyu/6484910
江户川柯南，是一个蒸蛋。,http://epg.112114.xyz/douyu/5377297
万年如一柯播南，各位给点电费吧,http://epg.112114.xyz/douyu/1783144
【三笠】根本不存在解不开的迷！,http://epg.112114.xyz/douyu/7050342
【超级赛亚人】悟吉塔,http://epg.112114.xyz/douyu/7190773
草帽丶海贼团的直播间,http://epg.112114.xyz/douyu/997925
【Hunter】动漫热血老贼冒险,http://epg.112114.xyz/douyu/6610883
少女与半妖,http://epg.112114.xyz/douyu/7422897
宝可梦加油。感谢大家。,http://epg.112114.xyz/douyu/9765742
星矢-燃烧吧我的小宇宙,http://epg.112114.xyz/douyu/8458270
松开的手0.0,http://epg.112114.xyz/douyu/10210568
浦饭幽游藏马飞影桑原,http://epg.112114.xyz/douyu/9938431
【童年往事】仨房间画面同步显示点播,http://epg.112114.xyz/douyu/7256376
✨妖精的直播间✨,http://epg.112114.xyz/douyu/5960746
【天使点播】动漫直播间,http://epg.112114.xyz/douyu/1487654
【动漫】超燃怀旧经典,http://epg.112114.xyz/douyu/1174353
✨动漫✨热血木叶忍者草帽路飞青春,http://epg.112114.xyz/douyu/206858
动漫二次元#补番推荐#,http://epg.112114.xyz/douyu/9429545
【动画电影】童年回忆,http://epg.112114.xyz/douyu/10395973
【星星动画】童年热血搞笑爱情,http://epg.112114.xyz/douyu/4369939
【追忆】国语超清动画电影,http://epg.112114.xyz/douyu/6449849
♥卡面来打♥,http://epg.112114.xyz/douyu/1218414
【动漫】24小时不间断动漫专场,http://epg.112114.xyz/douyu/7493575
老爹:还有一件事,http://epg.112114.xyz/douyu/7134757
开心锤锤，开心快乐每一天！,http://epg.112114.xyz/douyu/9018297
舔狗波比的幸福生活,http://epg.112114.xyz/douyu/7620081
最好看的搞笑篮球动漫,http://epg.112114.xyz/douyu/9401305
【动漫】记录你的王者峡谷生活~,http://epg.112114.xyz/douyu/9360149
【小叮当】童年经典动画片,http://epg.112114.xyz/douyu/9445279
二次元放映室，有呐味儿了!,http://epg.112114.xyz/douyu/8912038
中二日记搞笑日常更新,http://epg.112114.xyz/douyu/9505575
动漫推荐官方直播间,http://epg.112114.xyz/douyu/5187099
【经典动漫】9455567,http://epg.112114.xyz/douyu/9455567
鲁过一世的直播间,http://epg.112114.xyz/douyu/9716515
星海璃幻V的直播间,http://epg.112114.xyz/douyu/9567313
铁头与橘子（每周更新一起看霸总）,http://epg.112114.xyz/douyu/9450942
笑出腹肌动漫0,http://epg.112114.xyz/douyu/8380708
【神剧】经典神剧,http://epg.112114.xyz/douyu/3700024
【贝爷MAX厅】科幻动作经典喜剧,http://epg.112114.xyz/douyu/4332
【贝爷影厅】经典科幻动作灾难巨兽,http://epg.112114.xyz/douyu/252802
【女神金】60帧极致蓝光刀刀陪看,http://epg.112114.xyz/douyu/747764
【西游】由爱故生怨，怨恨交缠，那又何苦,http://epg.112114.xyz/douyu/9518204
狄仁杰：想听听我的故事吗,http://epg.112114.xyz/douyu/674441
【牛叔】N分钟带你看完大片,http://epg.112114.xyz/douyu/2758565
【科幻Fans】精彩科幻影视，解说连连看,http://epg.112114.xyz/douyu/3508304
最新奇幻电影解说-宇宙无敌韩三金,http://epg.112114.xyz/douyu/3194372

👶少儿频道,#genre#
动漫秀场[1920*1080],http://140.207.241.2:8080/live/program/live/dmxchd/4000000/mnf.m3u8
南京少儿[1280*720],http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
浙江少儿[1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
福州少儿[1920*1080],http://live.zohi.tv/video/s10001-sepd-4/index.m3u8



🎬影院,#genre#
女神影院,https://pull.kktv8.com/livekktv/99350550.flv
金马影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
午夜影院,https://pull.kktv8.com/livekktv/99592190.flv
CHC家庭影院,http://117.148.179.157/PLTV/88888888/224/3221231799/index.m3u8?zyangd
CHC家庭影院,http://117.148.179.157/PLTV/88888888/224/3221232942/index.m3u8?zyangd
CHC动作电影,http://117.148.179.157/PLTV/88888888/224/3221231580/index.m3u8?zyangd
CHC动作电影,http://117.148.179.157/PLTV/88888888/224/3221232945/index.m3u8?zyangd
精彩综艺,http://39.134.19.248:6610/yinhe/2/ch00000090990000001273/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
精彩电视剧,http://39.134.19.248:6610/yinhe/2/ch00000090990000001276/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
点视剧场,http://39.134.19.248:6610/yinhe/2/ch00000090990000001319/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

🐇少儿,#genre#
索尼+少儿动画,https://livecdn.fptplay.net/hda3/animaxport_2000.stream/.m3u8?zgangd
金鹰卡通少儿,http://39.135.32.24:6610/000000001000/1000000002000016601/1.m3u8?xtkg
嘉佳卡通少儿,http://39.135.32.24:6610/000000001000/1000000002000025964/1.m3u8?xtkg
哈哈炫动少儿,http://39.135.32.24:6610/000000001000/1000000002000000172/1.m3u8?xtkg
卡酷少儿,http://39.135.32.24:6610/000000001000/7589856436881630561/1.m3u8?xtkg
优漫卡通少儿,http://39.135.32.24:6610/000000001000/1000000002000010063/1.m3u8?xtkg
卡酷少儿,http://111.63.117.13:6060/030000001000/G_KAKU/G_KAKU.m3u8
嘉佳卡通少儿,http://39.134.19.248:6610/yinhe/2/ch00000090990000001310/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
金鹰卡通少儿,http://39.134.19.248:6610/yinhe/2/ch00000090990000001067/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
优漫卡通少儿,http://39.134.19.248:6610/yinhe/2/ch00000090990000001065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
