
SuperTV源231108,#genre#
緯來體育,http://198.16.100.90:8278/videolandsport/playlist.m3u8?tid=MA6A1192684511926845&ct=19226&tsum=0b7ca9a61e7371df68108a27dc358c68
EYETV戲劇,http://50.7.238.114:8278/eyetvxiju_twn/playlist.m3u8?tid=ME3E6686724066867240&ct=19254&tsum=728fc49fcd53cd770381ffd87883b1d1
EYETV旅遊,http://50.7.238.114:8278/eyetvtravel_twn/playlist.m3u8?tid=MFDF5066608450666084&ct=19254&tsum=0bb4cbfc0d32bff89ab5b3a5352fcf94
TVBS歡樂台(備份),http://50.7.238.114:8278/tvbshuanle_twn/playlist.m3u8?tid=MA5A9262292692622926&ct=19254&tsum=cd369d68a5d2c1a2fa04df748cda142c
野生動物HD,http://50.7.238.114:8278/natgeowild_twn/playlist.m3u8?tid=MF6F5354447153544471&ct=19249&tsum=fcc679b64dded7ec1ff6a0f09e335f38
Momo TV,http://50.7.238.114:8278/momo1_twn/playlist.m3u8?tid=MFFF9797479997974799&ct=19249&tsum=0bd9dac79cd373cc918357d3199c8b22
AFC亞洲旅遊台,http://50.7.238.114:8278/asiatravel_twn/playlist.m3u8?tid=MA8A2387916023879160&ct=19254&tsum=bd472a07b6e15f36c0540fb3becc3d6c
AXNTaiwan,http://50.7.238.114:8278/axn_twn/playlist.m3u8?tid=MC6C9875939098759390&ct=19254&tsum=5a6772e6e852b06c1b5741eeb4002a1a
動物星球,http://50.7.238.114:8278/animalplanet_twn/playlist.m3u8?tid=m4da2c053371613331372&ct=17874&tsum=4481f502bb91c2c67964feecfbc4b702
動物星球,http://50.7.238.114:8278/animalplanet_twn/playlist.m3u8?tid=MABA3681856636818566&ct=18393&tsum=2066d4c793195f8449577d35af941288
動物星球,http://50.7.238.114:8278/animalplanet_twn/playlist.m3u8?tid=ME1E7303496773034967&ct=19225&tsum=07b0edc521a4edcb7a00d7e943b8aa72
好萊塢電影,http://50.7.238.114:8278/hollywoodmovies_twn/playlist.m3u8?tid=MA8A4005638840056388&ct=18392&tsum=a1f1517d4ea64fd01267905f21d83859
探索亞洲,http://50.7.238.114:8278/discoverytwn_twn/playlist.m3u8?tid=MAAA4463833744638337&ct=18393&tsum=c4bd4c633430327425e073012785525e
星衛電影,http://50.7.238.114:8278/xingwei_movie/playlist.m3u8?tid=MBDB4578128345781283&ct=19225&tsum=f2041ec954c95b4a5fe29d7ccbfe5b60
星衛電影,http://198.16.100.90:8278/xingwei_movie/playlist.m3u8?tid=MBAB2096754620967546&ct=18392&tsum=2c800c1f0b6cc98d2404608c294dcbc2
時尚台FTV,http://50.7.238.114:8278/fashiontv_twn/playlist.m3u8?tid=ma97f669e7343&ct=18335&tsum=732ba26aa334bf6c1fad8812deda83d1
時尚台FTV,http://50.7.238.114:8278/fashiontv_twn/playlist.m3u8?tid=MABA6457047364570473&ct=18393&tsum=82840dc94ca1ecca47ac4c26d3ee4afc
美國中文,https://jpts.sinovision.net/livestream.m3u8
HBO HD,http://125.227.210.55:35210/VideoInput/play.ts
動物星球1,http://50.7.238.114:8278/animalplanet_twn/playlist.m3u8?tid=MF4F9191603991916039&ct=19254&tsum=8eeac3e9b8c5f58ad74a17b9b4813ed1
Discovery頻道,http://50.7.238.114:8278/ba86fcd935/playlist.m3u8?tid=m1b458a366fcb&ct=18335&tsum=6ee1498a5e37d8bd1e3f62954629ed4f
ELEVEN體育1台,http://50.7.238.114:8278/golfchannel_twn/playlist.m3u8?tid=m43df9270caf7&ct=18335&tsum=3bcc02e810e7073b86bb40d392e95f23
ELEVEN體育1台,http://50.7.238.114:8278/golfchannel_twn/playlist.m3u8?tid=MFBF2798068027980680&ct=18393&tsum=d8204023f67120512c75a8882f121120
EYETV戲劇,http://50.7.238.114:8278/eyetvxiju_twn/playlist.m3u8?tid=m379e8846d31b14432367&ct=17874&tsum=2c4c2acd16a5a5e00797ad6f4c4cb586
GOODTVCH02真理台,http://50.7.238.114:8278/good2_twn/playlist.m3u8?tid=ME9E3966510439665104&ct=19225&tsum=a2788b2ccea04a8a8082d663fb7838e5
HBO原創,http://50.7.238.114:8278/hbosignature_twn/playlist.m3u8?tid=MD6D5767423357674233&ct=18392&tsum=995709f1100cf1b07964790160bfb4ee
EYETV旅遊,http://198.16.100.90:8278/eyetvtravel_twn/playlist.m3u8?tid=MFDF5066608450666084&ct=19254&tsum=0bb4cbfc0d32bff89ab5b3a5352fcf94
野生動物HD,http://198.16.100.90:8278/natgeowild_twn/playlist.m3u8?tid=MF6F5354447153544471&ct=19249&tsum=fcc679b64dded7ec1ff6a0f09e335f38
國家地理[854x480],http://198.16.100.90:8278/Natgeo/playlist.m3u8?tid=MD9D9302547893025478&ct=19249&tsum=98e3f2f5104d6ed1e826d12d93d64794
AFC亞洲旅遊台,http://198.16.100.90:8278/asiatravel_twn/playlist.m3u8?tid=MA8A2387916023879160&ct=19254&tsum=bd472a07b6e15f36c0540fb3becc3d6c
AXNTaiwan,http://198.16.100.90:8278/axn_twn/playlist.m3u8?tid=MC6C9875939098759390&ct=19254&tsum=5a6772e6e852b06c1b5741eeb4002a1a
動物星球,http://198.16.100.90:8278/AnimalPlanet/playlist.m3u8?tid=MD5D8455808984558089&ct=19254&tsum=899db3292c39fbba53680601a57ee552
好消息 2,http://198.16.100.90:8278/good2_twn/playlist.m3u8?tid=MB3B3734070237340702&ct=19249&tsum=611b90a32eb986741a0b15652178c428
好消息 2,http://50.7.238.114:8278/good2_twn/playlist.m3u8?tid=MB3B3734070237340702&ct=19249&tsum=611b90a32eb986741a0b15652178c428
HBO原創,http://50.7.238.114:8278/hbosignature_twn/playlist.m3u8?tid=MC5C5754321157543211&ct=19225&tsum=2b86077147813534b4cae6dd85bb3c4a
HBO原創,http://198.16.100.90:8278/hbosignature_twn/playlist.m3u8?tid=MC5C5754321157543211&ct=19225&tsum=2b86077147813534b4cae6dd85bb3c4a
博斯運動 2,http://50.7.238.114:8278/bosisport2_twn/playlist.m3u8?tid=ME9E7698135376981353&ct=19249&tsum=9eadcc8585f74357f09f1465844024c9
博斯網球 HD,http://50.7.238.114:8278/bositennis_twn/playlist.m3u8?tid=MDCD2148551721485517&ct=19249&tsum=bab41ccd3843b938886a64a656463af0
博斯高球2 HD,http://198.16.100.90:8278/bosigolf2_twn/playlist.m3u8?tid=MC1C7192072371920723&ct=19249&tsum=fbea99cd84e7284f2cd3f8eab29435dc
博斯高球1,http://198.16.100.90:8278/bosigolf1_twn/playlist.m3u8?tid=m51c41c232c43&ct=18335&tsum=26e2e08302bf0409db94a692921fa08b
博斯高球1,http://198.16.100.90:8278/bosigolf1_twn/playlist.m3u8?tid=MD5D3832704238327042&ct=18393&tsum=cbf3bf749c9b0bf4828ab19efff1c5b0
博斯網球 HD,http://198.16.100.90:8278/bositennis_twn/playlist.m3u8?tid=MDCD2148551721485517&ct=19249&tsum=bab41ccd3843b938886a64a656463af0

XYZ源231107,#genre#
寰宇新聞,https://i.125011.xyz/live.php?auth=230930&id=hyxw
壹新聞,https://i.125011.xyz/live.php?auth=230930&id=yxw
壹新聞,http://154.36.187.125/藍山.php?cid=live1242&p=5003
TVBS,https://i.125011.xyz/live.php?auth=230930&id=tvbs
TVBS新聞,https://i.125011.xyz/live.php?auth=230930&id=tvbsxw
年代新聞,https://pull-f5-spe.ixigua.com/live/YesLiveTV-4aabc0bf-888d-41f2-95d9-a91c7933fa8b/index.m3u8?by=yeslivetv.com 
東森新聞,https://i.125011.xyz/live.php?auth=230930&id=dsxw
東森財經,https://i.125011.xyz/live.php?auth=230930&id=dscj
台視新聞,https://i.125011.xyz/live.php?auth=230930&id=tsxw
中視新聞,https://i.125011.xyz/live.php?auth=230930&id=zsxw
非凡新聞,https://i.125011.xyz/live.php?auth=230930&id=ffxw
中天新聞,https://i.125011.xyz/live.php?auth=230930&id=ztxw
華視,https://i.125011.xyz/live.php?auth=230930&id=hs
台視,https://i.125011.xyz/live.php?auth=230930&id=ts
中視,https://i.125011.xyz/live.php?auth=230930&id=zs1
CN卡通,https://i.125011.xyz/live.php?auth=230930&id=cnkt
Boomerang,https://i.125011.xyz/live.php?auth=230930&id=boom
東森幼幼,https://i.125011.xyz/live.php?auth=230930&id=dsyy
東森電影,https://i.125011.xyz/live.php?auth=230930&id=dsdy1
東森戲劇,https://i.125011.xyz/live.php?auth=230930&id=dsxj
東森洋片,https://i.125011.xyz/live.php?auth=230930&id=dsyp
龍祥時代,https://i.125011.xyz/live.php?auth=230930&id=lxdy
好萊塢電影,https://i.125011.xyz/live.php?auth=230930&id=hlw
靖天電影,https://i.125011.xyz/live.php?auth=230930&id=jtdy
靖洋戲劇,https://i.125011.xyz/live.php?auth=230930&id=jtxj
龍華電影,https://i.125011.xyz/live.php?auth=230930&id=lhdy
龍華洋片,https://i.125011.xyz/live.php?auth=230930&id=lhyp
美亞電影,https://i.125011.xyz/live.php?auth=230930&id=mydy
緯來電影,https://i.125011.xyz/live.php?auth=230930&id=wldy
緯來戲劇,https://i.125011.xyz/live.php?auth=230930&id=wlxj
衛視電影台,https://i.125011.xyz/live.php?auth=230930&id=wsdy
衛視中文台,https://i.125011.xyz/live.php?auth=230930&id=wszw
ELTA影劇,https://i.125011.xyz/live.php?auth=230930&id=eltayj
東森超視,https://i.125011.xyz/live.php?auth=230930&id=dscs
迪士尼頻道,https://i.125011.xyz/live.php?auth=230930&id=dsn
星衛電影,https://i.125011.xyz/live.php?auth=230930&id=xwdy
EYE戲劇,https://i.125011.xyz/live.php?auth=230930&id=eyexj
ELTA綜合,https://i.125011.xyz/live.php?auth=230930&id=eltazh
TVBS歡樂,https://i.125011.xyz/live.php?auth=230930&id=tvbshl
八大第一,https://i.125011.xyz/live.php?auth=230930&id=bddy
八大綜合,https://i.125011.xyz/live.php?auth=230930&id=bdzh
東森綜合,https://i.125011.xyz/live.php?auth=230930&id=dszh
緯來日本,https://i.125011.xyz/live.php?auth=230930&id=wlrb
星衛娛樂,https://i.125011.xyz/live.php?auth=230930&id=xwyl
中天娛樂,https://i.125011.xyz/live.php?auth=230930&id=ztyl
中天綜合,https://i.125011.xyz/live.php?auth=230930&id=ztzh
客家電視,https://i.125011.xyz/live.php?auth=230930&id=kjds
大愛一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛一台,https://pulltv2.wanfudaluye.com/live/tv1.m3u8
大愛一台,https://i.125011.xyz/live.php?auth=230930&id=da1
大愛二台,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
大愛二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大愛二台,https://i.125011.xyz/live.php?auth=230930&id=da2
緯來綜合,https://i.125011.xyz/live.php?auth=230930&id=wlzh
MTV Live,https://i.125011.xyz/live.php?auth=230930&id=mtv
緯來體育,https://i.125011.xyz/live.php?auth=230930&id=wlty
ELEVEN 1,https://i.125011.xyz/live.php?auth=230930&id=eleven1
ELEVEN 2,https://i.125011.xyz/live.php?auth=230930&id=eleven2
ELTA體育1台,https://i.125011.xyz/live.php?auth=230930&id=eltaty1
ELTA體育2台,https://i.125011.xyz/live.php?auth=230930&id=eltaty2
ELTA體育3台,https://i.125011.xyz/live.php?auth=230930&id=eltaty3
博斯網球,https://i.125011.xyz/live.php?auth=230930&id=bswq
博斯高球1,https://i.125011.xyz/live.php?auth=230930&id=bsgq1
博斯高球2,https://i.125011.xyz/live.php?auth=230930&id=bsgq2
博斯無限2,https://i.125011.xyz/live.php?auth=230930&id=bswx
博斯運動1,https://i.125011.xyz/live.php?auth=230930&id=bsyd1
博斯運動2,https://i.125011.xyz/live.php?auth=230930&id=bsyd2
HBO,https://i.125011.xyz/live.php?auth=230930&id=hbo
HBO Hits,https://i.125011.xyz/live.php?auth=230930&id=hboh
CNN,https://i.125011.xyz/live.php?auth=230930&id=cnn
HLN,https://i.125011.xyz/live.php?auth=230930&id=hln
動物星球,https://i.125011.xyz/live.php?auth=230930&id=dwxq
國家地理,https://i.125011.xyz/live.php?auth=230930&id=gjdl
國家地理野生,https://i.125011.xyz/live.php?auth=230930&id=gjdlys
探索科學,https://i.125011.xyz/live.php?auth=230930&id=tskx
亞洲旅遊,https://i.125011.xyz/live.php?auth=230930&id=yzly
美食星球,https://i.125011.xyz/live.php?auth=230930&id=msxq
EYE旅遊,https://i.125011.xyz/live.php?auth=230930&id=eyely
CI罪案偵查,https://i.125011.xyz/live.php?auth=230930&id=cizazc
History,https://i.125011.xyz/live.php?auth=230930&id=history
History 2,https://i.125011.xyz/live.php?auth=230930&id=history2
TC旅遊生活,https://i.125011.xyz/live.php?auth=230930&id=tcly
Animax,https://i.125011.xyz/live.php?auth=230930&id=animax

台灣231104,#genre#
寰宇新聞台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8
鏡新聞Mnews,https://ytm2.yuanhsing.cf/mnews.m3u8
三立新聞,http://125.227.210.55:35238/VideoInput/play.ts
三立iNEWS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV01.m3u8#https://ytm2.yuanhsing.cf/setmoney159.m3u8#https://ytm2.yuanhsing.cf/setmoney159.m3u8
三立NEWS+,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
TVBS新聞,http://38.64.72.148/hls/modn/list/4006/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8#http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8
TVBS NEWS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV31.m3u8
TAIWAN PLUS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV78.m3u8
東森電視新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV03.m3u8
東森新聞,http://211.23.114.106:8510/http/60.251.39.91:8081/hls/63/805/ch10.m3u8
東森電視,https://ytm2.yuanhsing.cf/EBCFinancial.m3u8#https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV03.m3u8#https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV03.m3u8
台視新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV25.m3u8#https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV25.m3u8
台視新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV25.m3u8
中視新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8
中視新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8
民視新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV17.m3u8
民視新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV17.m3u8
非凡新聞,http://125.227.210.55:28993/VideoInput/play.ts
中天新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8#https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
中天新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
FOX新聞,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
台視,http://162.19.247.76:22222/live/taishi/index.m3u8
中視,http://162.19.247.76:22222/live/zhongshi/index.m3u8#https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV71.m3u8
中視,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV71.m3u8
華視,http://162.19.247.76:22222/live/huashi/index.m3u8
民視HD,http://198.16.100.90:8278/ftvhd_taiwan/playlist.m3u8?tid=MC8C5908644059086440&ct=19249&tsum=c96d2cd48b11d40ca9e97fb3addb1384
民視台灣台,http://198.16.100.90:8278/ftvtaiwan_twn/playlist.m3u8?tid=MEFE5254515252545152&ct=19249&tsum=c17f872b1772df8f76032030cc40bdbd
民視第一台,http://198.16.100.90:8278/lunghuajingdian_twn/playlist.m3u8?tid=MC2C7597780175977801&ct=19249&tsum=b7602981567d8f0171e8de29154f5014
新玫瑰瞳鈴眼,https://ytm2.yuanhsing.cf/FTVDRAMA.m3u8
三立台灣,https://sanlihalive1-a.akamaihd.net/5ffd3a166f7241d9b489b7d7241db96f/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678506~exp=9007200919419497~acl=/5ffd3a166f7241d9b489b7d7241db96f/*/profile_0/chunklist.m3u8*~hmac=cfd432e7da8eece68fe4a4da3a3bc08ab1bbc50b147a84c95ae3d4a569e932b1#https://sanlihalive1-a.akamaihd.net/5ffd3a166f7241d9b489b7d7241db96f/ap-northeast-1/4338955585001/profile_1/chunklist.m3u8?hdnea=st=1664678506~exp=9007200919419497~acl=/5ffd3a166f7241d9b489b7d7241db96f/*/profile_1/chunklist.m3u8*~hmac=91a79f89ab6475a9ebdb69c9ff188cae5c1ae81d1afde64daecd53e989c9bfc3#https://sanlihalive1-a.akamaihd.net/5ffd3a166f7241d9b489b7d7241db96f/ap-northeast-1/4338955585001/profile_2/chunklist.m3u8?hdnea=st=1664678506~exp=9007200919419497~acl=/5ffd3a166f7241d9b489b7d7241db96f/*/profile_2/chunklist.m3u8*~hmac=34c6c254e7df415612fbc4534d54b5e7ccb6d1174b17a27d2a639798d9765173#http://211.23.114.106:8521/http/60.251.39.91:8081/hls/65/807/ch20.m3u8#https://sanlihalive1-a.akamaihd.net/5ffd3a166f7241d9b489b7d7241db96f/ap-northeast-1/4338955585001/profile_1/chunklist.m3u8?hdnea=st=1664678506~exp=9007200919419497~acl=/5ffd3a166f7241d9b489b7d7241db96f/*/profile_1/chunklist.m3u8*~hmac=91a79f89ab6475a9ebdb69c9ff188cae5c1ae81d1afde64daecd53e989c9bfc3#https://sanlihalive1-a.akamaihd.net/5ffd3a166f7241d9b489b7d7241db96f/ap-northeast-1/4338955585001/profile_2/chunklist.m3u8?hdnea=st=1664678506~exp=9007200919419497~acl=/5ffd3a166f7241d9b489b7d7241db96f/*/profile_2/chunklist.m3u8*~hmac=34c6c254e7df415612fbc4534d54b5e7ccb6d1174b17a27d2a639798d9765173
三立都會,https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678487~exp=9007200919419478~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_0/chunklist.m3u8*~hmac=1a3986bd8fb660eacbcc9954c67fb674fa810779ddc2fab5fa77188868ca3686#https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_1/chunklist.m3u8?hdnea=st=1664678487~exp=9007200919419478~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_1/chunklist.m3u8*~hmac=89f79f6442fed7c3b4bc9388123ebb72802d3aa1a6129f24d1a6d59f4fad72dd#https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_2/chunklist.m3u8?hdnea=st=1664678487~exp=9007200919419478~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_2/chunklist.m3u8*~hmac=4d5a5a64d3a2099102a144761bc8c65b0f79b9b0421e984cbba7dde5dec1ccd3#https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_1/chunklist.m3u8?hdnea=st=1664678487~exp=9007200919419478~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_1/chunklist.m3u8*~hmac=89f79f6442fed7c3b4bc9388123ebb72802d3aa1a6129f24d1a6d59f4fad72dd#https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_2/chunklist.m3u8?hdnea=st=1664678487~exp=9007200919419478~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_2/chunklist.m3u8*~hmac=4d5a5a64d3a2099102a144761bc8c65b0f79b9b0421e984cbba7dde5dec1ccd3
人間衛視,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8#https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8#https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
華視綜藝,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV26.m3u8#https://ytm2.yuanhsing.cf/TBSCTSSHOW.m3u8#https://ytm2.yuanhsing.cf/TBSCTSSHOW.m3u8
華視戲劇,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV12.m3u8#https://ytm2.yuanhsing.cf/ctsprog.m3u8#https://ytm2.yuanhsing.cf/ctsprog.m3u8
大立電視,http://www.dalitv.com.tw:4568/live/dali/index.m3u8#http://www.dalitv.com.tw:4568/live/dali/index.m3u8
蕃薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8#http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
八大電視,https://ytm2.yuanhsing.cf/GTVDRAMA.m3u8
大立電視,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
美國中文,https://jpts.sinovision.net/livestream.m3u8
衛電視影,http://211.23.114.106:8525/http/116.50.42.19:8081/hls/64/806/ch16.m3u8
HBO HD,http://125.227.210.55:35210/VideoInput/play.ts
HBO,http://220.134.196.147:9520/http/60.251.39.91:8081/hls/71/813/ch41.m3u8
智林體育台,http://58.99.33.16:1935/liveedge17/live_122_3.stream/chunklist.m3u8
GOOD卡通,http://live.streamingfast.net/osmflivech45.m3u8
佩佩豬,https://ytm2.yuanhsing.cf/PeppaPig.m3u8
東森幼幼歌曲,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV63.m3u8
親子動畫01,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV65.m3u8
親子動畫02,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV66.m3u8
親子動畫-DAVE&AVA(英),https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV67.m3u8
CN卡通,http://125.227.210.55:46493/VideoInput/play.ts
大愛,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛2,https://pulltv1.wanfudaluye.com/live/tv2.m3u8#https://pulltv2.wanfudaluye.com/live/tv2.m3u8#https://pulltv2.wanfudaluye.com/live/tv2.m3u8
萬秀豬王,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV34.m3u8
中天娛樂,http://162.19.247.76:22222/live/ztyl/index.m3u8
大愛1台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV30.m3u8
原住民族電視台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV35.m3u8
幸福空間居家台HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV41.m3u8
東森購物,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV18.m3u8#https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV19.m3u8


ChiSheng230830,#genre#
寰宇新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8
鏡新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV70.m3u8
三立iNEWS新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV01.m3u8
三立新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
TVBS新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV31.m3u8
東森電視新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV03.m3u8
中天新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
中天新聞(循環播放),https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV49.m3u8
民視新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV17.m3u8
中視新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8
台視新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV25.m3u8
華視,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV26.m3u8
中視,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV34.m3u8
大陸尋奇(中視),https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV71.m3u8
豬哥會社,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV73.m3u8
玫瑰瞳鈴眼,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV76.m3u8
幸福空間,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV41.m3u8
MIT台灣誌,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV42.m3u8
大愛一台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV47.m3u8
東森幼幼台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV63.m3u8
豬小妹卡通,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV64.m3u8
卡通3,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV65.m3u8
卡通2,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV66.m3u8
卡通1,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV68.m3u8
卡通4,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV67.m3u8
卡通,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV77.m3u8
K-POP,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV16.m3u8
東森購物1台[850x480],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV18.m3u8
東森購物2台[850x480],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV19.m3u8
VIVA購物一台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV54.m3u8
VIVA購物二台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV55.m3u8
國會頻道一台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV56.m3u8
國會頻道二台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV57.m3u8
MOMO一台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
MOMO二台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV05.m3u8
EF運通,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV06.m3u8
信大電視台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV07.m3u8
鳳凰資訊,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV22.m3u8
新唐人亞太台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV23.m3u8
Astro 馬來西亞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV27.m3u8
NHK Japan,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV29.m3u8
CCTV-4[1920x1072],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV20.m3u8
土耳其台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV21.m3u8
KBS Korea,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV61.m3u8
日本Japan,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV62.m3u8
ANN Japan,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV48.m3u8
GBN,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV33.m3u8
INDIA Today,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV36.m3u8
印尼1台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV14.m3u8
印尼2台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV15.m3u8
印度1台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV10.m3u8
印度2台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV11.m3u8
FRANCE 24,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV38.m3u8
NBC News,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV39.m3u8
News-18,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV40.m3u8
DW,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV08.m3u8
123go,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV58.m3u8
